""	,	L_1
spk_serial_in	,	F_3
send_xchar	,	V_4
synth_version	,	F_2
test	,	V_8
alive	,	V_13
pr_info	,	F_4
synth_probe	,	F_5
failed	,	V_12
io_ops	,	V_3
"%s version: %s"	,	L_3
spk_synth	,	V_1
long_name	,	V_11
synth	,	V_2
SYNTH_CLEAR	,	V_5
synth_immediate	,	V_10
"\x05[Q]"	,	L_2
spk_serial_synth_probe	,	F_6
synth_flush	,	F_1
synth_out	,	V_6
PROCSPEECH	,	V_7
synth_id	,	V_9
