""	,	L_2
"brl="	,	L_3
console	,	V_4
c	,	V_6
_braille_register_console	,	F_3
_braille_console_setup	,	F_1
flags	,	V_8
index	,	V_10
_braille_unregister_console	,	F_5
rtn	,	V_7
brl_options	,	V_2
"brl,"	,	L_1
str	,	V_1
EINVAL	,	V_3
braille_register_console	,	F_4
console_cmdline	,	V_5
CON_BRL	,	V_9
options	,	V_11
pr_err	,	F_2
"need port name after brl=\n"	,	L_4
braille_unregister_console	,	F_6
