""	,	L_2
"0x%x"	,	L_1
FC_LCTL_PRJT	,	V_10
fc_lctl_pbsy_acode_val	,	V_7
linkctl_type	,	V_1
wmem_strdup_printf	,	F_4
param	,	V_5
fc_lctl_pbsy_rjt_val	,	V_8
"%s, %s"	,	L_3
FC_LCTL_FRJT	,	V_9
guint32	,	T_3
FC_LCTL_FBSYL	,	V_3
wmem_packet_scope	,	F_5
fclctl_get_typestr	,	F_1
gchar	,	T_1
val_to_str_ext	,	F_6
fc_lctl_rjt_acode_val	,	V_11
FC_LCTL_FBSYB	,	V_2
FC_LCTL_PBSY	,	V_6
fclctl_get_paramstr	,	F_3
fc_lctl_rjt_val_ext	,	V_12
guint8	,	T_2
val_to_str	,	F_2
fc_lctl_fbsy_val	,	V_4
"%x"	,	L_4
