""	,	L_1
HFSPLUS_ATTR_MAX_STRLEN	,	V_6
hfsplus_setxattr	,	F_4
hfsplus_trusted_listxattr	,	F_5
hfsplus_getxattr	,	F_2
XATTR_TRUSTED_PREFIX	,	V_11
flags	,	V_12
dentry	,	V_1
size_t	,	T_1
list_size	,	V_14
EOPNOTSUPP	,	V_10
list	,	V_13
xattr_name	,	V_5
EINVAL	,	V_8
hfsplus_trusted_getxattr	,	F_1
size	,	V_4
len	,	V_7
name	,	V_2
hfsplus_trusted_setxattr	,	F_3
XATTR_TRUSTED_PREFIX_LEN	,	V_9
buffer	,	V_3
name_len	,	V_15
