""	,	L_1
ext4_xattr_trusted_set	,	F_5
total_len	,	V_8
XATTR_TRUSTED_PREFIX	,	V_10
flags	,	V_17
prefix_len	,	V_6
capable	,	F_2
ext4_xattr_get	,	F_4
size_t	,	T_1
list_size	,	V_3
ext4_xattr_trusted_get	,	F_3
d_inode	,	V_14
EXT4_XATTR_INDEX_TRUSTED	,	V_15
name_len	,	V_5
buffer	,	V_11
CAP_SYS_ADMIN	,	V_9
value	,	V_16
dentry	,	V_1
list	,	V_2
ext4_xattr_trusted_list	,	F_1
EINVAL	,	V_13
size	,	V_12
name	,	V_4
XATTR_TRUSTED_PREFIX_LEN	,	V_7
ext4_xattr_set	,	F_6
